"Type","Subpopulation","Indicator","Statistic","NResp","Estimate","StdError","LCB95Pct","UCB95Pct"
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","95Pct",39,0.123699207186114,"",0,0.347771960504646
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","Mean",42,0.0123702591906022,"0.00563016144125696",0.00133534553859245,0.023405172842612
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","Variance",42,0.00304515925236859,"0.00157647703292915",0,0.00613499745936429
"WSA9_by_Lake_Origin","NPL_NATURAL","vert","Std. Deviation",42,0.0551829616128801,"0.0142840922891061",0.0271866551743859,0.0831792680513742
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","5Pct",52,0,"",0,0
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","10Pct",52,0,"",0,0
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","25Pct",52,0,"",0,0
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","50Pct",52,0,"",0,0.317307437049574
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","75Pct",56,0.317880550328338,"",0,3
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","90Pct",58,0.377052944855425,"",0.319606213676839,3
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","95Pct",61,0.508595292887496,"",0.481069328056007,1.96921701328525
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","Mean",72,0.197428829867043,"0.0397597649994537",0.119501122434338,0.275356537299749
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","Variance",72,0.116356207608981,"0.0406416377944077",0.0367000612592198,0.196012353958742
"WSA9_by_Lake_Origin","SAP_MAN_MADE","vert","Std. Deviation",72,0.341110257261462,"0.0595725823677823",0.224350141354563,0.457870373168361
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","5Pct",23,0,"",0,0
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","10Pct",23,0,"",0,0
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","25Pct",23,0,"",0,0.310086432404282
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","50Pct",30,0.310771526525787,"",0,0.71110535018289
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","75Pct",43,0.718643786595534,"",0.351871035266159,2.54515275646308
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","90Pct",54,1.62023248391041,"",0.830367806076513,2.61798563555728
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","95Pct",59,1.97045238518375,"",1.6296769911988,8.94011975950195
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","Mean",71,0.667530166789257,"0.11203325500654",0.447949021905648,0.887111311672866
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","Variance",71,1.88440825454542,"0.854380877195409",0.209852506162679,3.55896400292816
